Title,Ingredients,Instructions,Category,Duration,ingredient_tags
Meatloaf,"25g/1oz butter
450g/1lb minced beef
1 onion, chopped
2 garlic cloves, crushed
50g/2oz bulgur wheat, soaked
25g/1oz Parmesan cheese
1 celery stick trimmed and sliced
2 tablespoons horseradish sauce
2 tablespoons tomato purée
2 tablespoons instant oatmeal
1 tablespoon chopped fresh
thyme leaves
salt and freshly ground
black pepper
For the relish
2 tablespoons horseradish sauce
150ml/5fl oz sour cream","• Grease and line the bottom of a 700g/11
⁄2lb loaf tin. Preheat the oven to
180°C/350°F/Gas mark 4.
• Melt the butter in a large pan, and add the minced beef, onion and
garlic. Sauté, stirring, for 7 minutes until the meat is brown and sealed.
• Transfer the mixture to a bowl, and add the remaining ingredients. Mix
well, season and spoon into the prepared tin. Cover with foil.
• Stand the loaf tin in a roasting tin, and add 2.5cm/1in of water.
Carefully place in the oven and cook for 11
⁄2 hours.
• Mix together the relish ingredients in a bowl. Turn out the meatloaf and
garnish with the fresh thyme. Serve with fresh vegetables and the relish
as a condiment.",meat,25,"Rump steak, sirloin steak, cherry tomato, olives, olive oil, sherry vinegar, garlic, salt, black pepper, tomato, olive oil, onion, garlic, parsley, lemon juice"
Beef olives in gravy,"8 ready-prepared beef olives
4 tablespoons chopped fresh
flat-leaf parsley
4 garlic cloves, finely chopped
4 rashers smoked streaky bacon,
finely chopped
grated zest of 1/2 small orange
2 tablespoons olive oil
300ml/10fl oz dry red wine
1 bay leaf
1 teaspoon granulated sugar
50g/2oz pitted black olives,
drained
salt and freshly ground black pepper","• Flatten out the beef olives as thinly as possible, using a meat tenderizer
or mallet.
• Mix together the parsley, garlic, bacon and orange zest. Season with
salt and pepper. Spread this mixture evenly over each beef olive. Roll up
each beef olive tightly, then secure with a cocktail stick or toothpick.
• Heat the oil in a frying pan, and sauté the beef olives on all sides for
10 minutes until browned.
• Drain the beef olives, reserving the pan juices, and keep warm. Pour the
wine into the juices, add the bay leaf and sugar. Season with salt and
pepper. Bring to the boil, and boil rapidly for 5 minutes to reduce
slightly, stirring.
• Return the cooked beef olives to the pan along with the black olives, and
heat through for a further 2 minutes. Discard the bay leaf and carefully
pull out the cocktail sticks or toothpicks.
• Transfer the beef olives and gravy to a serving dish. Serve immediately",meat,90,"mushrooms, boneless beef chuck, pork, butter, shallots, celery stick, carrot, parsley, flour, beef stock, white wine, salt, black pepper"
"Beef, tomato & olive kebabs","450g/1lb rump or sirloin steak
16 cherry tomatoes
16 large green olives, pitted
For the baste
4 tablespoons olive oil
1 tablespoon sherry vinegar
1 garlic clove, crushed
salt and freshly ground black pepper
For the relish
6 plum tomatoes
1 tablespoon olive oil
1
1/2 red onion, finely chopped
1 garlic clove, chopped
1 tablespoon chopped fresh
flat-leaf parsley
1 tablespoon freshly squeezed
lemon juice","• Soak 8 bamboo skewers in cold water for at least 30 minutes to prevent
them burning.
• Using a sharp knife, trim any fat from the steak, and cut the meat into
roughly 24 evenly sized pieces.
• Thread the pieces of steak onto the skewers, alternating the beef with the
cherry tomatoes and the green olives.
• To make the baste, combine all the baste ingredients in a bowl.
• To make the relish, plunge the tomatoes in a bowl of boiling water, then
drain and transfer to a bowl of cold water. Peel off and discard the skin,
and chop the flesh.
• Heat the oil in a small pan, and sauté the onion and garlic for
3–4 minutes until softened. Add the tomatoes and cook for a further
2–3 minutes. Stir in the parsley and lemon juice, and season with salt
and pepper. Set aside and keep warm.
• Barbecue the kebabs over hot coals for 5–10 minutes, basting and
turning frequently. Serve with the relish.",meat,180,"Beef joint, red wine, beef stock, salt, black pepper, flour, salt, milk, egg, beef dripping"
Beef & mushroom burgers,"1 small onion, chopped
150g/5oz small cup mushrooms
450g/1lb lean minced beef
50g/2oz fresh wholemeal
breadcrumbs
1 teaspoon dried mixed herbs
1 tablespoon tomato purée
flour for shaping
salt and freshly ground black pepper","• Put the onion and mushrooms in a blender or food processor, and whiz
until finely chopped. Add the beef, breadcrumbs, herbs and tomato
purée, and season with salt and pepper. Blend for a few seconds until
the mixture binds together but still has some texture.
• Divide the mixture into 8 to 10 pieces, then press into burger shapes
using lightly floured hands.
• Cook the burgers in a non-stick frying pan or under a hot grill for
12–15 minutes, turning once, until evenly cooked. Serve hot.",meat,90,"Margarine, loin veal chops, mushroom, onion, flour, tomato puree, chicken stock, white wine, chives, tarragon, basil, bay leaf, parsley"
Veal Marsala,"2 veal escalopes
flour for dredging
1/2 teaspoon dried oregano, crumbled
8 field mushrooms, stalks removed
and caps thinly sliced
about 25g/1oz butter
2 tablespoons olive or sunflower oil
150ml/5fl oz Marsala
salt and freshly ground black pepper","• If necessary, put the veal escalopes between two sheets of greaseproof
paper or cling film, and gently pound with a meat mallet or wooden
rolling pin to flatten. Trim any rough edges if necessary.
• Put enough flour for dredging in a shallow bowl or plate. Season with
salt and pepper, and the oregano. Dredge the escalopes in the
seasoned flour, gently shaking off any excess. (If you like, you can omit
this step, and simply season the veal without dredging in the flour.)
• Put the oil and a knob of butter in a heavy frying pan over a medium
heat. When the butter has melted and is starting to foam (do not allow
to burn), add the escalopes and fry for 2 minutes on each side. Remove
to a plate, cover with foil and keep warm.
• Pour the Marsala into the pan and boil it down, deglazing the pan by
scraping up any bits stuck to the pan using a wooden spoon. Add the
cooked mushrooms and toss through.
• Put an escalope on each of two serving plates, pour over the mushroom
sauce and serve immediately.",meat,30,"Pork loin, coffee, single cream, port, sugar, cornflour"
Veal chops & mushrooms,"25g/1oz margarine or butter
4 lean loin veal chops
1 onion, chopped
450g/1lb mushroom caps
225g/8oz white onions
1 tablespoon plain flour
1 tablespoon tomato purée
175ml/6fl oz chicken stock
150ml/5fl oz dry white wine
50g/2oz chopped fresh chives
1 teaspoon chopped fresh tarragon
1 teaspoon chopped fresh basil
1 small bay leaf
1 tablespoon chopped fresh
flat-leaf parsley","• Preheat the oven to 170°C/325°F/Gas mark 3.
• Melt the margarine or butter in a large heavy frying pan. Add the veal
chops and brown over a high heat. Transfer to a shallow casserole dish.
• In the same frying pan, sauté the onions. Add the remaining ingredients
except the parsley. Cover the pan and cook for 5 minutes.
• Pour the mixture over the chops. Cover the casserole dish and bake in
the oven for 1 hour. Sprinkle with the parsley before serving hot.",meat,45,"Unsmoked gammon on the bone, shallots, cloves, bay leaves, celery sticks, mustard, ginger, sugar, honey, brandy"
Pork with port & coffee sauce,"1.8kg/4lb pork loin, boned
225ml/8fl oz strong espresso coffee
125ml/4fl oz single cream
75ml/3fl oz port
2 teaspoons granulated sugar
2 teaspoons cornflour","• Preheat oven to 180°C/350°F/Gas mark 4.
• Remove the rind from the pork and trim the fat to make a 1cm/1
⁄2in layer.
Roll and tie the meat with string. Put the meat in a roasting tin, and roast
in the oven for 30 minutes.
• Combine the coffee, half the cream, half the port and the sugar, and
pour over the pork. Continue roasting the pork for 11
⁄2 hours, basting it
every 15 minutes with the coffee mixture.
• Remove the pork from the oven when cooked. Keep covered in a warm
place while making the sauce. Skim off the fat from the pan juices, and
transfer the juices to a small saucepan. Add 50ml/2fl oz water, the
remaining cream and port, and the cornflour. Cook until thickened, then
strain. Slice the pork thinly and drizzle with sauce. Serve immediately.",meat,30,"Pork tenderloin, cider, sugar, mustard, garlic, rosemary sprigs, olive oil, lemon zest, lemon juice, golden sultanas, apples, salt, black pepper"
"Ginger &
honey-glazed gammon","4.5–6.8kg/10–15lb unsmoked
gammon on the bone
2 shallots, peeled and halved
6 cloves
3 bay leaves
2 celery sticks, cut into 5cm/2in
lengths
2 tablespoons English mustard
5cm/2in piece of fresh root ginger,
thinly sliced
For the glaze
225g/8oz dark muscovado sugar
2 tablespoons clear honey
125ml/4fl oz brandy","• Put the gammon in a heavy pan with the shallots, cloves, bay leaves,
celery and enough cold water to cover. Bring to the boil, cover and
simmer gently for about 5 hours. Skim off any scum using a slotted
spoon. Lift the ham out of the pan, discard the vegetables and herbs,
and allow the gammon cool.
• Preheat the oven to 200°C/400°F/Gas mark 6.
• Using a sharp knife, carefully cut away the gammon’s thick skin to leave
an even layer of fat. Score a diamond pattern in the fat. Put the gammon
in a roasting tin, smother evenly with the mustard and tuck the ginger
into the scored fat.
• To make the glaze, put the sugar, honey and brandy in a pan, and heat
until the sugar has dissolved. Brush over the gammon.
• Cook the gammon in the oven for 30–40 minutes, basting every
10 minutes. Serve either hot or cold, cut into slices.",meat,15,"Pork tenderloin, lemon pepper, butter, lemon juice, Worcestershire sauce, parsley"
Chargrilled pork fillet with apple sauce,"450g/1lb pork fillet, trimmed
150ml/5fl oz cider
1 tablespoon light muscovado sugar
1 teaspoon Dijon mustard
2 garlic cloves, crushed
2 sprigs of fresh rosemary sprigs,
bruised
2 tablespoons olive oil
finely grated zest and juice of
2 lemons
2 tablespoons golden sultanas
1 teaspoon chopped fresh
thyme leaves
2 dessert apples
salt and freshly ground black pepper","• Trim the pork fillets of any fat, and cut into 1cm/1
⁄2in thick rounds before
placing in a bowl. Mix together half of the the cider with the sugar,
mustard, garlic, rosemary sprigs, oil, half of the lemon zest and
1 tablespoon of the lemon juice. Pour over the pork, and rub all over the
meat. Cover and chill until needed.
• To make the sauce, put the remaining lemon zest in a small mixing bowl
with 2 tablespoons lemon juice, the remaining cider, the sultanas and
thyme leaves. Peel, core and finely dice the apples, one at a time,
mixing them in as you go. Season with salt and pepper, and set aside.
• Preheat the grill until hot. Remove the meat from its marinade, and
season with salt and pepper. Cook the meat under the grill for 3 minutes
per side, removing as soon as it is just cooked through, so that it retains
its tenderness. Serve with the apple sauce. ",meat,60,"Aubergines, minced pork, prawns, shallots, vegetable oil, garlic, malt vinegar, Thai fish sauce, soya beans, sugar, salt, black pepper"
Pork tenderloin Diane,"450g/1lb pork tenderloin, cut
crossways into 8 pieces
2 teaspoons lemon pepper
25g/1oz butter
2 tablespoons freshly squeezed
lemon juice
1 tablespoon Worcestershire sauce
1 teaspoon Dijon mustard
1 tablespoon chopped fresh parsley","• Press each tenderloin piece into a 2.5cm/1in thick medallion, and
sprinkle the surfaces with lemon pepper.
• Melt the butter in large heavy- frying pan over a medium heat. Add the
medallions and cook for 3–4 minutes on each side. Remove from the
pan and place on a serving platter. Cover to keep warm.
• Stir the lemon juice, Worcestershire sauce and mustard into the juices in
the pan. Cook, stirring, until heated through. Pour the sauce over the
medallions, and sprinkle with parsley. Serve immediately",meat,100,"Pork, onion powder, cranberry sauce, sugar, ginger, nutmeg, carrot, cornflour, parsley"
Aubergine with pork & prawns,"4 large aubergines
150g/5oz minced pork
200g/7oz prawns, peeled and
deveined
3 shallots, chopped
1 tablespoon vegetable oil
4 garlic cloves, crushed
1 tablespoon malt vinegar
1 tablespoon Thai fish sauce
2 tablespoons canned cooked soya
beans, rinsed
1 teaspoon granulated sugar
salt and freshly ground black pepper","• Preheat the oven to 230°C/450°F/Gas mark 8. Cook the aubergines
whole in the oven or barbecue them directly over a strong heat until the
skins are burnt. Toss the aubergines into cold water, then peel and cut
the flesh into large pieces. Put the pieces in a serving dish.
• Mix the pork and prawns together. Season with salt and pepper, and
set aside.
• Sauté the shallots in the oil until browned. Remove the shallots and drain
on kitchen papper. Use the oil remaining in the pan to sauté the garlic.
When the garlic is soft and golden, add the pork and prawn mixture
and sauté for a few minutes over a medium heat.
• Add the vinegar, fish sauce, soya beans and sugar, and mix in well.
Cover and cook for a few minutes. Top the aubergine pieces with the
pork and prawn mixture, and sprinkle with the sugar. Serve hot.",meat,100,"Boneless pork steaks, flour, butter, white wine vinegar, red wine, Stilton cheese, salt, black pepper"
Baked cranberry pork chops,"4 pork chops
1 teaspoon onion powder
300ml/10fl oz cranberry sauce
2 tablespoons soft brown sugar
1 teaspoon ground ginger
pinch of ground nutmeg
250g/9oz carrots, cut into strips
1 teaspoon cornflour
1 tablespoon chopped fresh
flat-leaf parsley ","• Preheat the oven to 190°C/375°F/Gas mark 5.
• Sprinkle the chops with the onion powder on both sides, and set aside.
• In a medium saucepan, heat the cranberry sauce, brown sugar, ginger,
nutmeg and 2 tablespoons water for about 2 minutes until the cranberry
sauce is melted.
• Put the carrots in a large casserole dish, and arrange the pork chops
over the carrots. Spoon the cranberry sauce mixture evenly over the pork
chops. Cover and bake the oven for about 45 minutes until the pork is
thoroughly cooked.
• Remove the chops to a serving plate and scatter the carrots over them.
• Pour the sauce remaining in the casserole into a medium saucepan.
• Combine the cornflour with 1 tablespoon water to make a paste. Stir into
the saucepan and cook for about 2 minutes, stirring, until sauce is clear
and thickened.
• Spoon over the pork chops and sprinkle with parsley. Serve immediately",meat,45,"brown bean sauce, hoisin sauce, chicken stock, sugar, groundnut oil, garlic, onion, minced pork, noodles"
